Job Category,Candidate,Actual Category,Fit Score
TEACHER,22605864.pdf,ENGINEERING,0.058
AGRICULTURE,71888547.pdf,CONSULTANT,0.058
HEALTHCARE,93301686.pdf,DESIGNER,0.058
INFORMATION-TECHNOLOGY,13879043.pdf,HR,0.058
DESIGNER,29792535.pdf,FITNESS,0.058
TEACHER,12491898.pdf,CONSTRUCTION,0.058
DESIGNER,31602598.pdf,ACCOUNTANT,0.058
FITNESS,29865476.pdf,DESIGNER,0.058
DIGITAL-MEDIA,65237556.pdf,PUBLIC-RELATIONS,0.058
DESIGNER,10876132.pdf,APPAREL,0.058
HR,58165257.pdf,FINANCE,0.058
ARTS,33023370.pdf,CONSTRUCTION,0.058
AGRICULTURE,59696315.pdf,BUSINESS-DEVELOPMENT,0.058
APPAREL,22168194.pdf,AVIATION,0.058
PUBLIC-RELATIONS,29161565.pdf,AVIATION,0.058
DESIGNER,19374660.pdf,BANKING,0.058
PUBLIC-RELATIONS,37231163.pdf,CHEF,0.058
APPAREL,87826037.pdf,AVIATION,0.058
CONSTRUCTION,29772450.pdf,CHEF,0.058
HEALTHCARE,27099856.pdf,APPAREL,0.058
BPO,29093426.pdf,BANKING,0.058
APPAREL,22056333.pdf,TEACHER,0.058
CONSTRUCTION,26189601.pdf,CHEF,0.058
CHEF,98300955.pdf,HEALTHCARE,0.058
BANKING,90066849.pdf,DESIGNER,0.058
FITNESS,97169343.pdf,HEALTHCARE,0.058
TEACHER,68240723.pdf,DESIGNER,0.058
ADVOCATE,28505854.pdf,ENGINEERING,0.058
ENGINEERING,20835760.pdf,HEALTHCARE,0.058
BANKING,21386255.pdf,PUBLIC-RELATIONS,0.058
FINANCE,28828844.pdf,HR,0.058
ADVOCATE,36727173.pdf,AVIATION,0.058
CHEF,14241621.pdf,BUSINESS-DEVELOPMENT,0.058
ENGINEERING,27726066.pdf,CONSULTANT,0.058
BANKING,18155310.pdf,HR,0.058
CONSTRUCTION,16893572.pdf,DIGITAL-MEDIA,0.058
ENGINEERING,31948488.pdf,FINANCE,0.058
DESIGNER,11605833.pdf,HEALTHCARE,0.058
TEACHER,28419173.pdf,HR,0.058
ADVOCATE,35673335.pdf,BUSINESS-DEVELOPMENT,0.058
ARTS,19557384.pdf,BUSINESS-DEVELOPMENT,0.058
AVIATION,23143731.pdf,PUBLIC-RELATIONS,0.058
AUTOMOBILE,39855211.pdf,ENGINEERING,0.058
ARTS,11963737.pdf,ADVOCATE,0.058
AVIATION,53640713.pdf,ACCOUNTANT,0.058
HEALTHCARE,25543217.pdf,APPAREL,0.058
CONSTRUCTION,81677620.pdf,FINANCE,0.058
AUTOMOBILE,34146825.pdf,ARTS,0.058
AGRICULTURE,20981299.pdf,ENGINEERING,0.058
AVIATION,11262933.pdf,BANKING,0.058
ENGINEERING,63137898.pdf,ACCOUNTANT,0.058
AVIATION,30148777.pdf,AVIATION,0.058
TEACHER,85918100.pdf,SALES,0.058
APPAREL,27213082.pdf,BUSINESS-DEVELOPMENT,0.058
AGRICULTURE,29456173.pdf,ACCOUNTANT,0.058
PUBLIC-RELATIONS,12212468.pdf,CONSTRUCTION,0.058
ENGINEERING,28733974.pdf,AGRICULTURE,0.058
CONSTRUCTION,22008817.pdf,HEALTHCARE,0.058
AUTOMOBILE,58165257.pdf,FINANCE,0.058
AVIATION,14569498.pdf,CHEF,0.058
HEALTHCARE,25926667.pdf,ARTS,0.058
HEALTHCARE,79432080.pdf,ARTS,0.058
DIGITAL-MEDIA,12472574.pdf,ENGINEERING,0.058
HEALTHCARE,49475708.pdf,ADVOCATE,0.058
SALES,12654876.pdf,CONSTRUCTION,0.058
CHEF,24103168.pdf,ACCOUNTANT,0.058
BANKING,26835781.pdf,AGRICULTURE,0.058
APPAREL,91121135.pdf,INFORMATION-TECHNOLOGY,0.058
DIGITAL-MEDIA,56520872.pdf,HEALTHCARE,0.058
HEALTHCARE,27213082.pdf,BUSINESS-DEVELOPMENT,0.058
INFORMATION-TECHNOLOGY,29746235.pdf,AGRICULTURE,0.058
HEALTHCARE,20237244.pdf,INFORMATION-TECHNOLOGY,0.058
FINANCE,24455357.pdf,DESIGNER,0.058
APPAREL,69199666.pdf,HEALTHCARE,0.058
ENGINEERING,30148777.pdf,AVIATION,0.058
AUTOMOBILE,26160200.pdf,DIGITAL-MEDIA,0.058
BPO,45286020.pdf,TEACHER,0.058
HEALTHCARE,57002858.pdf,INFORMATION-TECHNOLOGY,0.058
TEACHER,94492380.pdf,DIGITAL-MEDIA,0.058
TEACHER,11183737.pdf,BPO,0.058
DESIGNER,37360517.pdf,SALES,0.058
SALES,14585273.pdf,CONSTRUCTION,0.057
SALES,38056161.pdf,PUBLIC-RELATIONS,0.057
APPAREL,16924102.pdf,CHEF,0.057
DESIGNER,29332616.pdf,SALES,0.057
SALES,90032884.pdf,CONSTRUCTION,0.057
TEACHER,23296286.pdf,SALES,0.057
CONSTRUCTION,25561640.pdf,ARTS,0.057
ENGINEERING,24763208.pdf,ADVOCATE,0.057
CONSTRUCTION,32980197.pdf,BANKING,0.057
CONSTRUCTION,87867370.pdf,BANKING,0.057
ARTS,62555739.pdf,CHEF,0.057
SALES,28942221.pdf,CONSTRUCTION,0.057
ARTS,38225199.pdf,FINANCE,0.057
ARTS,93653247.pdf,FINANCE,0.057
AGRICULTURE,24588864.pdf,ADVOCATE,0.057
DIGITAL-MEDIA,25930778.pdf,ENGINEERING,0.057
CONSTRUCTION,18129173.pdf,HEALTHCARE,0.057
HEALTHCARE,16887936.pdf,ARTS,0.057
DIGITAL-MEDIA,36517781.pdf,ENGINEERING,0.057
DESIGNER,29564653.pdf,HR,0.057
CHEF,14640322.pdf,HR,0.057
CHEF,26289308.pdf,HR,0.057
CHEF,11698189.pdf,HR,0.057
FINANCE,33241454.pdf,INFORMATION-TECHNOLOGY,0.057
SALES,33241454.pdf,INFORMATION-TECHNOLOGY,0.057
APPAREL,18311419.pdf,BUSINESS-DEVELOPMENT,0.057
ADVOCATE,31605080.pdf,AVIATION,0.057
AVIATION,72876163.pdf,BANKING,0.057
AGRICULTURE,47549345.pdf,ENGINEERING,0.057
ARTS,23841877.pdf,CHEF,0.057
DIGITAL-MEDIA,28916894.pdf,BUSINESS-DEVELOPMENT,0.057
CONSTRUCTION,12155206.pdf,CHEF,0.057
TEACHER,33872500.pdf,BANKING,0.057
ADVOCATE,12654876.pdf,CONSTRUCTION,0.057
APPAREL,16605352.pdf,FITNESS,0.057
BANKING,17342969.pdf,CONSTRUCTION,0.057
AVIATION,91197243.pdf,PUBLIC-RELATIONS,0.057
FINANCE,33665485.pdf,APPAREL,0.057
ARTS,20765795.pdf,ADVOCATE,0.057
TEACHER,15941675.pdf,ENGINEERING,0.057
ARTS,12351749.pdf,SALES,0.057
SALES,11797122.pdf,AUTOMOBILE,0.057
DIGITAL-MEDIA,37220856.pdf,ARTS,0.057
FITNESS,65708020.pdf,BUSINESS-DEVELOPMENT,0.057
FITNESS,24946537.pdf,ADVOCATE,0.057
HEALTHCARE,10712803.pdf,ENGINEERING,0.057
APPAREL,24349611.pdf,ARTS,0.057
AGRICULTURE,17152392.pdf,AVIATION,0.057
BANKING,22754014.pdf,PUBLIC-RELATIONS,0.057
FITNESS,20966771.pdf,PUBLIC-RELATIONS,0.057
AVIATION,12567516.pdf,PUBLIC-RELATIONS,0.057
APPAREL,21190805.pdf,AVIATION,0.057
HEALTHCARE,16449850.pdf,FINANCE,0.057
AGRICULTURE,38087844.pdf,SALES,0.057
HEALTHCARE,13764840.pdf,APPAREL,0.057
ADVOCATE,23761385.pdf,AVIATION,0.057
DIGITAL-MEDIA,55097118.pdf,SALES,0.057
CONSTRUCTION,24833063.pdf,FINANCE,0.057
AVIATION,12171093.pdf,ADVOCATE,0.057
BANKING,37263609.pdf,DESIGNER,0.057
ACCOUNTANT,14589288.pdf,AVIATION,0.057
TEACHER,14014749.pdf,DESIGNER,0.057
CHEF,25330083.pdf,FINANCE,0.057
BANKING,11584809.pdf,INFORMATION-TECHNOLOGY,0.057
FITNESS,14070138.pdf,BUSINESS-DEVELOPMENT,0.057
ARTS,89512321.pdf,BPO,0.057
ARTS,11020140.pdf,CONSULTANT,0.057
APPAREL,42641525.pdf,AVIATION,0.057
PUBLIC-RELATIONS,29072179.pdf,CHEF,0.057
HEALTHCARE,34327438.pdf,ADVOCATE,0.057
ADVOCATE,20176584.pdf,CONSULTANT,0.057
HEALTHCARE,15535408.pdf,APPAREL,0.057
PUBLIC-RELATIONS,12413512.pdf,ARTS,0.057
PUBLIC-RELATIONS,16449694.pdf,AVIATION,0.057
BANKING,11847784.pdf,HR,0.057
FITNESS,73448369.pdf,ADVOCATE,0.057
FITNESS,90468982.pdf,ADVOCATE,0.057
APPAREL,82125182.pdf,ENGINEERING,0.057
ARTS,49685006.pdf,CONSTRUCTION,0.057
TEACHER,13701259.pdf,ACCOUNTANT,0.057
AUTOMOBILE,19774173.pdf,FITNESS,0.057
TEACHER,16353584.pdf,CONSTRUCTION,0.057
FITNESS,10466583.pdf,DESIGNER,0.057
AGRICULTURE,32433431.pdf,CONSULTANT,0.057
AGRICULTURE,69181350.pdf,CONSULTANT,0.057
AGRICULTURE,28724469.pdf,FINANCE,0.057
ENGINEERING,18714571.pdf,HEALTHCARE,0.057
ENGINEERING,34740556.pdf,HR,0.057
HEALTHCARE,12717345.pdf,CHEF,0.057
FITNESS,21645690.pdf,BANKING,0.057
TEACHER,11981094.pdf,ENGINEERING,0.057
BANKING,19007667.pdf,CHEF,0.057
FINANCE,10527994.pdf,TEACHER,0.057
DIGITAL-MEDIA,11137306.pdf,AVIATION,0.057
BANKING,91121135.pdf,INFORMATION-TECHNOLOGY,0.057
ADVOCATE,20905088.pdf,APPAREL,0.057
ARTS,16203589.pdf,CONSTRUCTION,0.057
BANKING,66906212.pdf,TEACHER,0.057
ARTS,54259150.pdf,FITNESS,0.057
HEALTHCARE,13583538.pdf,TEACHER,0.057
APPAREL,38946032.pdf,CONSTRUCTION,0.057
AVIATION,20836112.pdf,FINANCE,0.057
ARTS,21386255.pdf,PUBLIC-RELATIONS,0.057
TEACHER,10873344.pdf,PUBLIC-RELATIONS,0.057
AUTOMOBILE,30097175.pdf,ENGINEERING,0.057
ENGINEERING,25142074.pdf,APPAREL,0.057
ADVOCATE,25497147.pdf,FINANCE,0.057
FINANCE,17483843.pdf,AVIATION,0.057
ADVOCATE,25462793.pdf,ACCOUNTANT,0.057
AGRICULTURE,36621169.pdf,SALES,0.057
AGRICULTURE,29184740.pdf,SALES,0.057
CONSTRUCTION,12251115.pdf,CONSULTANT,0.057
CONSTRUCTION,28951817.pdf,CONSULTANT,0.057
HEALTHCARE,13982572.pdf,BANKING,0.057
HEALTHCARE,24953126.pdf,CONSTRUCTION,0.057
FINANCE,39970711.pdf,HR,0.057
CHEF,45987048.pdf,TEACHER,0.057
FINANCE,24349611.pdf,ARTS,0.057
FINANCE,16924279.pdf,CONSTRUCTION,0.057
FINANCE,26069113.pdf,ARTS,0.057
AVIATION,10332998.pdf,CONSULTANT,0.057
ENGINEERING,69199666.pdf,HEALTHCARE,0.057
HEALTHCARE,17562754.pdf,DIGITAL-MEDIA,0.057
ENGINEERING,14346702.pdf,CONSULTANT,0.057
ADVOCATE,10176013.pdf,CONSTRUCTION,0.057
AVIATION,27549075.pdf,APPAREL,0.057
AVIATION,27091280.pdf,APPAREL,0.057
AVIATION,16391949.pdf,APPAREL,0.057
FITNESS,30083943.pdf,SALES,0.057
FITNESS,16661264.pdf,AGRICULTURE,0.057
BANKING,38291889.pdf,ADVOCATE,0.057
BPO,18714571.pdf,HEALTHCARE,0.057
DIGITAL-MEDIA,12071138.pdf,FINANCE,0.057
PUBLIC-RELATIONS,38309905.pdf,CHEF,0.057
PUBLIC-RELATIONS,32985311.pdf,ENGINEERING,0.057
HEALTHCARE,10070224.pdf,PUBLIC-RELATIONS,0.057
HEALTHCARE,12212468.pdf,CONSTRUCTION,0.057
CONSTRUCTION,37560528.pdf,ADVOCATE,0.057
PUBLIC-RELATIONS,25624652.pdf,BANKING,0.057
AGRICULTURE,28321954.pdf,FITNESS,0.057
ARTS,23761385.pdf,AVIATION,0.057
AGRICULTURE,10428916.pdf,FITNESS,0.057
DIGITAL-MEDIA,36107065.pdf,PUBLIC-RELATIONS,0.057
CHEF,19405513.pdf,FINANCE,0.057
AUTOMOBILE,10624813.pdf,ENGINEERING,0.057
ENGINEERING,28724469.pdf,FINANCE,0.057
INFORMATION-TECHNOLOGY,29406313.pdf,BANKING,0.057
INFORMATION-TECHNOLOGY,66683238.pdf,TEACHER,0.057
ENGINEERING,15936656.pdf,DESIGNER,0.057
HEALTHCARE,22351830.pdf,CONSULTANT,0.057
PUBLIC-RELATIONS,18949843.pdf,HEALTHCARE,0.057
AUTOMOBILE,11333001.pdf,AVIATION,0.057
AGRICULTURE,14209965.pdf,DIGITAL-MEDIA,0.057
AGRICULTURE,21156767.pdf,CONSULTANT,0.057
BANKING,19724031.pdf,ARTS,0.057
AUTOMOBILE,18293620.pdf,BUSINESS-DEVELOPMENT,0.057
TEACHER,12071138.pdf,FINANCE,0.057
BANKING,12085736.pdf,DIGITAL-MEDIA,0.057
SALES,28383893.pdf,AVIATION,0.057
APPAREL,18636651.pdf,FINANCE,0.057
FITNESS,15011085.pdf,FINANCE,0.057
BANKING,19053815.pdf,DIGITAL-MEDIA,0.057
FITNESS,91564103.pdf,FINANCE,0.057
BANKING,38698573.pdf,ADVOCATE,0.057
SALES,22800977.pdf,ARTS,0.057
TEACHER,11174187.pdf,ADVOCATE,0.057
BANKING,13405229.pdf,AVIATION,0.057
SALES,34970271.pdf,ADVOCATE,0.057
ADVOCATE,10724818.pdf,SALES,0.057
AVIATION,27090089.pdf,HEALTHCARE,0.057
INFORMATION-TECHNOLOGY,12696104.pdf,SALES,0.057
AGRICULTURE,14722634.pdf,FINANCE,0.057
APPAREL,14181049.pdf,FINANCE,0.057
APPAREL,23573064.pdf,FINANCE,0.057
ARTS,27176039.pdf,APPAREL,0.057
TEACHER,87520378.pdf,HEALTHCARE,0.057
BANKING,20748468.pdf,HEALTHCARE,0.057
CHEF,20393721.pdf,ACCOUNTANT,0.057
CHEF,31602598.pdf,ACCOUNTANT,0.057
TEACHER,19243556.pdf,FINANCE,0.057
SALES,16605640.pdf,APPAREL,0.057
APPAREL,78229715.pdf,FINANCE,0.057
HEALTHCARE,33236701.pdf,SALES,0.057
AGRICULTURE,99806115.pdf,APPAREL,0.057
AUTOMOBILE,17640785.pdf,AGRICULTURE,0.057
BANKING,18509268.pdf,APPAREL,0.057
TEACHER,56525735.pdf,CONSTRUCTION,0.057
BUSINESS-DEVELOPMENT,39081840.pdf,HR,0.057
FITNESS,22718826.pdf,CONSTRUCTION,0.057
ARTS,11137306.pdf,AVIATION,0.057
FITNESS,86551046.pdf,CHEF,0.057
APPAREL,20490741.pdf,DIGITAL-MEDIA,0.057
ENGINEERING,15790602.pdf,AUTOMOBILE,0.057
DIGITAL-MEDIA,52979663.pdf,HR,0.057
CONSTRUCTION,29552167.pdf,BANKING,0.057
CONSTRUCTION,37913536.pdf,PUBLIC-RELATIONS,0.057
DIGITAL-MEDIA,24025053.pdf,HEALTHCARE,0.057
AVIATION,24219583.pdf,FITNESS,0.057
DIGITAL-MEDIA,18484846.pdf,HEALTHCARE,0.057
AGRICULTURE,21386255.pdf,PUBLIC-RELATIONS,0.057
AUTOMOBILE,24455357.pdf,DESIGNER,0.057
ADVOCATE,10333299.pdf,CHEF,0.057
AUTOMOBILE,27497542.pdf,DESIGNER,0.057
FITNESS,24953921.pdf,DIGITAL-MEDIA,0.057
BANKING,26819872.pdf,AVIATION,0.057
ARTS,26888302.pdf,AVIATION,0.057
ADVOCATE,25067742.pdf,ACCOUNTANT,0.057
CONSTRUCTION,19926135.pdf,ADVOCATE,0.057
FITNESS,44476983.pdf,HR,0.057
AGRICULTURE,36252245.pdf,AVIATION,0.057
DIGITAL-MEDIA,22492537.pdf,FINANCE,0.057
CONSTRUCTION,16653657.pdf,AGRICULTURE,0.057
AVIATION,22567495.pdf,DESIGNER,0.057
AVIATION,26496059.pdf,DESIGNER,0.057
PUBLIC-RELATIONS,24294778.pdf,ACCOUNTANT,0.057
DIGITAL-MEDIA,37335325.pdf,ENGINEERING,0.057
DIGITAL-MEDIA,32081266.pdf,ENGINEERING,0.057
CONSTRUCTION,10568350.pdf,FITNESS,0.057
AVIATION,37058472.pdf,DESIGNER,0.057
AVIATION,15576950.pdf,HR,0.057
APPAREL,95714702.pdf,ADVOCATE,0.057
APPAREL,22546476.pdf,CONSTRUCTION,0.057
SALES,16911115.pdf,ENGINEERING,0.057
HR,25834360.pdf,HEALTHCARE,0.057
APPAREL,27831220.pdf,CHEF,0.057
CHEF,25224998.pdf,CONSTRUCTION,0.057
ENGINEERING,95970987.pdf,ADVOCATE,0.057
ENGINEERING,25070914.pdf,PUBLIC-RELATIONS,0.057
ARTS,32532982.pdf,DESIGNER,0.057
ENGINEERING,53701275.pdf,PUBLIC-RELATIONS,0.057
ENGINEERING,11850315.pdf,PUBLIC-RELATIONS,0.057
BANKING,50775901.pdf,AVIATION,0.057
DESIGNER,13376919.pdf,HR,0.057
FINANCE,20279756.pdf,FITNESS,0.056
AUTOMOBILE,20977412.pdf,FINANCE,0.056
AGRICULTURE,51588273.pdf,ENGINEERING,0.056
AUTOMOBILE,23527321.pdf,INFORMATION-TECHNOLOGY,0.056
TEACHER,23933031.pdf,BPO,0.056
ENGINEERING,13264154.pdf,CHEF,0.056
TEACHER,57706851.pdf,BPO,0.056
BANKING,29770086.pdf,CONSULTANT,0.056
APPAREL,11152490.pdf,AUTOMOBILE,0.056
ENGINEERING,19149865.pdf,BANKING,0.056
INFORMATION-TECHNOLOGY,29792535.pdf,FITNESS,0.056
SALES,12467531.pdf,TEACHER,0.056
BANKING,65325317.pdf,ARTS,0.056
ADVOCATE,25724495.pdf,HR,0.056
ADVOCATE,23510685.pdf,HR,0.056
ADVOCATE,11842274.pdf,PUBLIC-RELATIONS,0.056
AVIATION,28711616.pdf,ARTS,0.056
CHEF,18268860.pdf,AVIATION,0.056
ENGINEERING,20969119.pdf,AGRICULTURE,0.056
DESIGNER,26130673.pdf,PUBLIC-RELATIONS,0.056
CHEF,16507693.pdf,AGRICULTURE,0.056
PUBLIC-RELATIONS,17252448.pdf,CONSTRUCTION,0.056
APPAREL,79041971.pdf,BANKING,0.056
FITNESS,30163002.pdf,HR,0.056
FITNESS,23438112.pdf,ACCOUNTANT,0.056
CONSTRUCTION,24994145.pdf,FITNESS,0.056
APPAREL,28419927.pdf,BANKING,0.056
BANKING,20969119.pdf,AGRICULTURE,0.056
AGRICULTURE,37750854.pdf,APPAREL,0.056
DIGITAL-MEDIA,10076271.pdf,HEALTHCARE,0.056
FINANCE,23522150.pdf,AUTOMOBILE,0.056
TEACHER,25625173.pdf,AVIATION,0.056
SALES,15958967.pdf,ADVOCATE,0.056
CHEF,24770846.pdf,CONSTRUCTION,0.056
AGRICULTURE,15484011.pdf,AUTOMOBILE,0.056
CONSTRUCTION,24590489.pdf,PUBLIC-RELATIONS,0.056
INFORMATION-TECHNOLOGY,12171093.pdf,ADVOCATE,0.056
DIGITAL-MEDIA,37058472.pdf,DESIGNER,0.056
ENGINEERING,24412546.pdf,BUSINESS-DEVELOPMENT,0.056
SALES,35737840.pdf,ENGINEERING,0.056
AVIATION,29573698.pdf,FITNESS,0.056
INFORMATION-TECHNOLOGY,10909720.pdf,TEACHER,0.056
TEACHER,27397245.pdf,FITNESS,0.056
DESIGNER,14708590.pdf,ADVOCATE,0.056
ACCOUNTANT,31040875.pdf,ADVOCATE,0.056
ACCOUNTANT,10504237.pdf,TEACHER,0.056
AVIATION,28424982.pdf,CHEF,0.056
CONSTRUCTION,10089434.pdf,INFORMATION-TECHNOLOGY,0.056
APPAREL,27606527.pdf,BANKING,0.056
PUBLIC-RELATIONS,22852364.pdf,APPAREL,0.056
FITNESS,10100240.pdf,CONSTRUCTION,0.056
AVIATION,50222417.pdf,ACCOUNTANT,0.056
ARTS,31813535.pdf,BUSINESS-DEVELOPMENT,0.056
ADVOCATE,26231609.pdf,FINANCE,0.056
CONSTRUCTION,21550454.pdf,TEACHER,0.056
ENGINEERING,15273850.pdf,SALES,0.056
ARTS,37472265.pdf,ARTS,0.056
HEALTHCARE,93002334.pdf,HR,0.056
FITNESS,20748926.pdf,DESIGNER,0.056
AGRICULTURE,21125113.pdf,DIGITAL-MEDIA,0.056
AVIATION,12613221.pdf,HEALTHCARE,0.056
AVIATION,17163375.pdf,FITNESS,0.056
FINANCE,21796843.pdf,BANKING,0.056
FINANCE,20565486.pdf,FITNESS,0.056
AVIATION,19938081.pdf,FITNESS,0.056
APPAREL,27914096.pdf,FINANCE,0.056
ENGINEERING,10089434.pdf,INFORMATION-TECHNOLOGY,0.056
BANKING,14589288.pdf,AVIATION,0.056
FINANCE,29211359.pdf,CHEF,0.056
AGRICULTURE,10674770.pdf,ACCOUNTANT,0.056
ENGINEERING,19951766.pdf,CHEF,0.056
SALES,33135102.pdf,BANKING,0.056
SALES,25624652.pdf,BANKING,0.056
FITNESS,19405513.pdf,FINANCE,0.056
FITNESS,59938965.pdf,FINANCE,0.056
ADVOCATE,19268120.pdf,CHEF,0.056
CHEF,12695537.pdf,CONSTRUCTION,0.056
CONSTRUCTION,40883703.pdf,DIGITAL-MEDIA,0.056
APPAREL,73030450.pdf,ARTS,0.056
HEALTHCARE,51681660.pdf,DESIGNER,0.056
CHEF,29897742.pdf,AGRICULTURE,0.056
CONSTRUCTION,36074301.pdf,SALES,0.056
DIGITAL-MEDIA,16723524.pdf,APPAREL,0.056
FINANCE,29167286.pdf,AVIATION,0.056
PUBLIC-RELATIONS,24592627.pdf,AUTOMOBILE,0.056
PUBLIC-RELATIONS,24221960.pdf,CHEF,0.056
SALES,22488036.pdf,FITNESS,0.056
BANKING,17570634.pdf,CONSTRUCTION,0.056
FINANCE,27165830.pdf,HR,0.056
TEACHER,85973397.pdf,PUBLIC-RELATIONS,0.056
ARTS,11773925.pdf,BANKING,0.056
ADVOCATE,20552814.pdf,SALES,0.056
PUBLIC-RELATIONS,27084878.pdf,FITNESS,0.056
BANKING,20488267.pdf,ARTS,0.056
AGRICULTURE,33176873.pdf,HR,0.056
ARTS,28013287.pdf,TEACHER,0.056
PUBLIC-RELATIONS,16702198.pdf,HEALTHCARE,0.056
ADVOCATE,12518008.pdf,ENGINEERING,0.056
AUTOMOBILE,29894080.pdf,CONSTRUCTION,0.056
HEALTHCARE,15281412.pdf,CONSULTANT,0.056
DIGITAL-MEDIA,27689009.pdf,AGRICULTURE,0.056
ADVOCATE,11522068.pdf,FITNESS,0.056
AGRICULTURE,27295996.pdf,INFORMATION-TECHNOLOGY,0.056
CHEF,78403342.pdf,ACCOUNTANT,0.056
TEACHER,43994605.pdf,HEALTHCARE,0.056
BANKING,25813953.pdf,BUSINESS-DEVELOPMENT,0.056
ENGINEERING,37739183.pdf,DIGITAL-MEDIA,0.056
CHEF,10985403.pdf,ENGINEERING,0.056
BANKING,87520378.pdf,HEALTHCARE,0.056
AGRICULTURE,24124250.pdf,ADVOCATE,0.056
TEACHER,62809577.pdf,ACCOUNTANT,0.056
AVIATION,76454959.pdf,FINANCE,0.056
CHEF,50219114.pdf,DIGITAL-MEDIA,0.056
INFORMATION-TECHNOLOGY,24061629.pdf,ARTS,0.056
FITNESS,27558837.pdf,ACCOUNTANT,0.056
PUBLIC-RELATIONS,29647215.pdf,CONSULTANT,0.056
DESIGNER,14248724.pdf,ARTS,0.056
DESIGNER,46349752.pdf,HEALTHCARE,0.056
ADVOCATE,25452321.pdf,CHEF,0.056
DIGITAL-MEDIA,18457785.pdf,BANKING,0.056
AGRICULTURE,11653906.pdf,HEALTHCARE,0.056
HEALTHCARE,10527994.pdf,TEACHER,0.056
CONSTRUCTION,13348915.pdf,SALES,0.056
INFORMATION-TECHNOLOGY,39064638.pdf,ARTS,0.056
FITNESS,27497542.pdf,DESIGNER,0.056
FITNESS,30223363.pdf,INFORMATION-TECHNOLOGY,0.056
ADVOCATE,99714410.pdf,CONSULTANT,0.056
APPAREL,29134372.pdf,HEALTHCARE,0.056
AUTOMOBILE,20574232.pdf,CONSULTANT,0.056
HEALTHCARE,70196518.pdf,DIGITAL-MEDIA,0.056
DIGITAL-MEDIA,69097572.pdf,BPO,0.056
FINANCE,54246169.pdf,AGRICULTURE,0.056
FINANCE,12695537.pdf,CONSTRUCTION,0.056
AVIATION,17983957.pdf,CONSULTANT,0.056
BANKING,44115326.pdf,ADVOCATE,0.056
AGRICULTURE,77576845.pdf,BUSINESS-DEVELOPMENT,0.056
DIGITAL-MEDIA,29134721.pdf,SALES,0.056
DESIGNER,28086303.pdf,TEACHER,0.056
AGRICULTURE,24020470.pdf,INFORMATION-TECHNOLOGY,0.056
AUTOMOBILE,29091445.pdf,HR,0.056
TEACHER,26673507.pdf,BANKING,0.056
AGRICULTURE,28916894.pdf,BUSINESS-DEVELOPMENT,0.056
ARTS,64755882.pdf,ENGINEERING,0.056
SALES,73030450.pdf,ARTS,0.056
BANKING,16332293.pdf,AUTOMOBILE,0.056
TEACHER,28724469.pdf,FINANCE,0.056
TEACHER,19179079.pdf,HR,0.056
HEALTHCARE,20082776.pdf,ACCOUNTANT,0.056
HEALTHCARE,34198885.pdf,ACCOUNTANT,0.056
DESIGNER,11266906.pdf,BANKING,0.056
HEALTHCARE,34797369.pdf,BUSINESS-DEVELOPMENT,0.056
DESIGNER,71422121.pdf,BANKING,0.056
TEACHER,29564653.pdf,HR,0.056
ENGINEERING,29648950.pdf,FINANCE,0.056
PUBLIC-RELATIONS,32109048.pdf,AUTOMOBILE,0.056
CONSTRUCTION,29196643.pdf,CONSULTANT,0.056
HEALTHCARE,61065616.pdf,CONSTRUCTION,0.056
HEALTHCARE,14900898.pdf,CONSTRUCTION,0.056
HEALTHCARE,12802330.pdf,ACCOUNTANT,0.056
AVIATION,21794875.pdf,ACCOUNTANT,0.056
ENGINEERING,22485475.pdf,CONSULTANT,0.056
APPAREL,13130984.pdf,ACCOUNTANT,0.056
TEACHER,26780935.pdf,HR,0.056
ARTS,29792535.pdf,FITNESS,0.056
CHEF,18319061.pdf,ARTS,0.056
FINANCE,47549345.pdf,ENGINEERING,0.056
AGRICULTURE,37087371.pdf,PUBLIC-RELATIONS,0.056
DIGITAL-MEDIA,88907739.pdf,CONSULTANT,0.056
HR,18319061.pdf,ARTS,0.056
AGRICULTURE,11480899.pdf,HR,0.056
FINANCE,18334783.pdf,HR,0.056
ARTS,27850777.pdf,BUSINESS-DEVELOPMENT,0.056
CHEF,88038965.pdf,FINANCE,0.056
AUTOMOBILE,99561379.pdf,ARTS,0.056
HEALTHCARE,39675895.pdf,FINANCE,0.056
DIGITAL-MEDIA,15699744.pdf,CONSULTANT,0.056
DIGITAL-MEDIA,24643412.pdf,CONSULTANT,0.056
AGRICULTURE,99561379.pdf,ARTS,0.056
BANKING,33241454.pdf,INFORMATION-TECHNOLOGY,0.056
HEALTHCARE,25425322.pdf,ENGINEERING,0.056
ADVOCATE,43378989.pdf,CONSULTANT,0.056
APPAREL,21847415.pdf,ENGINEERING,0.056
APPAREL,17103000.pdf,ENGINEERING,0.056
FITNESS,11088337.pdf,BUSINESS-DEVELOPMENT,0.056
ADVOCATE,71576860.pdf,CONSTRUCTION,0.056
AGRICULTURE,22485475.pdf,CONSULTANT,0.056
FINANCE,16288901.pdf,DESIGNER,0.056
ADVOCATE,12763627.pdf,INFORMATION-TECHNOLOGY,0.056
ADVOCATE,14900898.pdf,CONSTRUCTION,0.056
AVIATION,13386301.pdf,APPAREL,0.056
HEALTHCARE,34452806.pdf,CHEF,0.056
